program,id_filiere,filiere_nom,match_type
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",68,Gestion des ressources humaines,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",78,Transport logistique,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",79,Commerce international,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",88,Informatique industrielle,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",89,Génie biologique,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",90,Génie des industries chimiques,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",91,Génie des industries agroalimentaires,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",92,Management des entreprises,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",105,Comptabilité,name
"Licence en électromécanique; 2. Licence en énergie; 3. Licence en informatique industrielle; 4. Licence en génie civil; 5. Master en électromécanique; 6. Master en énergie; 7. Master en informatique industrielle; 8. Master en génie civil; 1. Diplôme d'ingénieur technologue (DIT, bac+5) 2. Diplôme d'ingénieur de conception (DIC, bac+5), option: electromécanique; 3. Diplôme d'ingénieur de conception (DIC, bac+5), option: electronique; 4. Diplôme d'ingénieur de conception (DIC, bac+5), option: informatique industrielle; 5. Diplôme d'ingénieur de conception (DIC, bac+5), option: télécommunication; 6. Master en électronique; 7. Master en télécommunication. Ecole Supérieure de Génie Industriel et biologique (ESGIB) Ecole Supérieure de Management Stratégique (ESMS) HA-2021 1218/MESRI/ANAQ-Sup/SE/DIPriv/nmf 1. Licence en génie biologique; 2. Licence professionnelle en génie des industries chimiques; 3. Licence en génie des industries agroalimentaires; 4. Licence en hygiène, qualité, sécurité, environnement. HA-2018 RepSEN/ensup-priv/HA/052-2018 1. Licence en management des entreprises; 2. Licence en marketing communication; 3. Licence en commerce international; 4. Licence en transport logistique; 5. Licence en informatique de gestion; 6. Licence en banque finance assurance; 7. Licence en gestion des ressources humaines; 8. Licence en comptabilité - gestion. 1. Master Génie des procédés industriels, option : génies des industries agro-alimentaires ; 2. Master génie des procédés industriels, option : génies des industries chimiques ; 3. Master qualité sécurité environnement (QSE).",121,Communication,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",2,Génie Civil,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",5,Gestion,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",7,Marketing,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",64,Management,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",75,Management de projet,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",95,Gestion hôtelière et restauration,name
"Licence professionnelle en tourisme, hôtellerie et Langue ; 2. Licence professionnelle en management et langues; 3. Licence professionnelle en langues appliquées aux affaires; 4. Licence professionnelle gestion hôtelière et restauration; 5. Licence professionnelle en tourisme et langues, option: multimédia touristique et Langues appliquées; 6. Master en interprétariat de conférence; 7. Master en marketing, Stratégie et Langues; 8. Master en management de projets et langues; 9. Master de management du tourisme et de l'hôtellerie international; 10. Master en tourisme et développement durable. HA-2017 RepSEN/ensup-priv/HA/026-2017 1. Licence génie civil; 2. Licence génie électromécanique; 3. Master génie civil; 4. Master génie électromécanique; 5. Diplôme supérieur technologue (DIT), génie civil (Bac+4); 6. Diplôme supérieur technologue (DIT), génie électromécanique (bac+4). Programmes non couverts par l’Habilitation institutionnelle mais couverts par des agréments (provisoire(s), extension(s), définitif(s))",96,Interprétariat de conférence,name
"Licence en téléinformatique, option: génie logiciel et administration des réseaux; 2. Licence en télécommunication et réseaux; 3. Licence pro en télécommunication et réseaux; 4. Licence pro en génie électrique et énergies renouvelables 5. Licence en génie électrique et énergies renouvelables; 6. Licence en science de gestion, option: marketing et communication; 7. Licence en science de gestion, option: entrepreneuriat et management des projets; 8. Licence en science de gestion, option: transport- logistique; 9. Licence en science de gestion, option: gestion des ressources humaines; 10. Licence en finance-comptabilité; 11. Master en téléinformatique; 12. Master en télécommunications et réseaux; 13. Master en monétique et transactions sécurisées; 14. Master en sécurité des systèmes d'information; 15. Master en finance-comptabilité; 16. Master en gestion des ressources humaines. 1. Licence communication, informatique et multimédia, option : services informatiques et réseaux de communication ; 2. Licence communication, informatique et multimédia, option: conception et intégration des services et produits multimédia; 3. Licence communication, informatique et multimédia, option: animation de réseaux de communauté; 4. Licence en génie électrique et énergies renouvelables, option: systèmes électriques et énergies renouvelables; 5. Licence en télécommunication, option: réseaux sans fil et sécurité; 6. Licence en télécommunication, option: électronique des télécoms; 7. Licence en télécommunication, option: administration et sécurités des réseaux; 8. Licence en science de gestion, option: banque- assurance; 9. Licence en commerce international; 10. Licence en tourisme; 11. Licence en informatique; 12. Licence en informatique de gestion; 13. Licence en maintenance informatique ; 14. Master en systèmes électriques et énergies renouvelables; 15. Master en commerce international; 16. Master en tourisme; 17. Master en informatique; 18. Master en informatique de gestion; 19. Master en téléinformatique option génie logiciel et administration réseaux; 20. Diplôme d'ingénieur de conception (bac+5), option : téléinformatique.",1,Informatique,name
"Licence en téléinformatique, option: génie logiciel et administration des réseaux; 2. Licence en télécommunication et réseaux; 3. Licence pro en télécommunication et réseaux; 4. Licence pro en génie électrique et énergies renouvelables 5. Licence en génie électrique et énergies renouvelables; 6. Licence en science de gestion, option: marketing et communication; 7. Licence en science de gestion, option: entrepreneuriat et management des projets; 8. Licence en science de gestion, option: transport- logistique; 9. Licence en science de gestion, option: gestion des ressources humaines; 10. Licence en finance-comptabilité; 11. Master en téléinformatique; 12. Master en télécommunications et réseaux; 13. Master en monétique et transactions sécurisées; 14. Master en sécurité des systèmes d'information; 15. Master en finance-comptabilité; 16. Master en gestion des ressources humaines. 1. Licence communication, informatique et multimédia, option : services informatiques et réseaux de communication ; 2. Licence communication, informatique et multimédia, option: conception et intégration des services et produits multimédia; 3. Licence communication, informatique et multimédia, option: animation de réseaux de communauté; 4. Licence en génie électrique et énergies renouvelables, option: systèmes électriques et énergies renouvelables; 5. Licence en télécommunication, option: réseaux sans fil et sécurité; 6. Licence en télécommunication, option: électronique des télécoms; 7. Licence en télécommunication, option: administration et sécurités des réseaux; 8. Licence en science de gestion, option: banque- assurance; 9. Licence en commerce international; 10. Licence en tourisme; 11. Licence en informatique; 12. Licence en informatique de gestion; 13. Licence en maintenance informatique ; 14. Master en systèmes électriques et énergies renouvelables; 15. Master en commerce international; 16. Master en tourisme; 17. Master en informatique; 18. Master en informatique de gestion; 19. Master en téléinformatique option génie logiciel et administration réseaux; 20. Diplôme d'ingénieur de conception (bac+5), option : téléinformatique.",5,Gestion,name
"Licence en téléinformatique, option: génie logiciel et administration des réseaux; 2. Licence en télécommunication et réseaux; 3. Licence pro en télécommunication et réseaux; 4. Licence pro en génie électrique et énergies renouvelables 5. Licence en génie électrique et énergies renouvelables; 6. Licence en science de gestion, option: marketing et communication; 7. Licence en science de gestion, option: entrepreneuriat et management des projets; 8. Licence en science de gestion, option: transport- logistique; 9. Licence en science de gestion, option: gestion des ressources humaines; 10. Licence en finance-comptabilité; 11. Master en téléinformatique; 12. Master en télécommunications et réseaux; 13. Master en monétique et transactions sécurisées; 14. Master en sécurité des systèmes d'information; 15. Master en finance-comptabilité; 16. Master en gestion des ressources humaines. 1. Licence communication, informatique et multimédia, option : services informatiques et réseaux de communication ; 2. Licence communication, informatique et multimédia, option: conception et intégration des services et produits multimédia; 3. Licence communication, informatique et multimédia, option: animation de réseaux de communauté; 4. Licence en génie électrique et énergies renouvelables, option: systèmes électriques et énergies renouvelables; 5. Licence en télécommunication, option: réseaux sans fil et sécurité; 6. Licence en télécommunication, option: électronique des télécoms; 7. Licence en télécommunication, option: administration et sécurités des réseaux; 8. Licence en science de gestion, option: banque- assurance; 9. Licence en commerce international; 10. Licence en tourisme; 11. Licence en informatique; 12. Licence en informatique de gestion; 13. Licence en maintenance informatique ; 14. Master en systèmes électriques et énergies renouvelables; 15. Master en commerce international; 16. Master en tourisme; 17. Master en informatique; 18. Master en informatique de gestion; 19. Master en téléinformatique option génie logiciel et administration réseaux; 20. Diplôme d'ingénieur de conception (bac+5), option : téléinformatique.",7,Marketing,name
"Licence en téléinformatique, option: génie logiciel et administration des réseaux; 2. Licence en télécommunication et réseaux; 3. Licence pro en télécommunication et réseaux; 4. Licence pro en génie électrique et énergies renouvelables 5. Licence en génie électrique et énergies renouvelables; 6. Licence en science de gestion, option: marketing et communication; 7. Licence en science de gestion, option: entrepreneuriat et management des projets; 8. Licence en science de gestion, option: transport- logistique; 9. Licence en science de gestion, option: gestion des ressources humaines; 10. Licence en finance-comptabilité; 11. Master en téléinformatique; 12. Master en télécommunications et réseaux; 13. Master en monétique et transactions sécurisées; 14. Master en sécurité des systèmes d'information; 15. Master en finance-comptabilité; 16. Master en gestion des ressources humaines. 1. Licence communication, informatique et multimédia, option : services informatiques et réseaux de communication ; 2. Licence communication, informatique et multimédia, option: conception et intégration des services et produits multimédia; 3. Licence communication, informatique et multimédia, option: animation de réseaux de communauté; 4. Licence en génie électrique et énergies renouvelables, option: systèmes électriques et énergies renouvelables; 5. Licence en télécommunication, option: réseaux sans fil et sécurité; 6. Licence en télécommunication, option: électronique des télécoms; 7. Licence en télécommunication, option: administration et sécurités des réseaux; 8. Licence en science de gestion, option: banque- assurance; 9. Licence en commerce international; 10. Licence en tourisme; 11. Licence en informatique; 12. Licence en informatique de gestion; 13. Licence en maintenance informatique ; 14. Master en systèmes électriques et énergies renouvelables; 15. Master en commerce international; 16. Master en tourisme; 17. Master en informatique; 18. Master en informatique de gestion; 19. Master en téléinformatique option génie logiciel et administration réseaux; 20. Diplôme d'ingénieur de conception (bac+5), option : téléinformatique.",8,Électronique,name
"Licence en téléinformatique, option: génie logiciel et administration des réseaux; 2. Licence en télécommunication et réseaux; 3. Licence pro en télécommunication et réseaux; 4. Licence pro en génie électrique et énergies renouvelables 5. Licence en génie électrique et énergies renouvelables; 6. Licence en science de gestion, option: marketing et communication; 7. Licence en science de gestion, option: entrepreneuriat et management des projets; 8. Licence en science de gestion, option: transport- logistique; 9. Licence en science de gestion, option: gestion des ressources humaines; 10. Licence en finance-comptabilité; 11. Master en téléinformatique; 12. Master en télécommunications et réseaux; 13. Master en monétique et transactions sécurisées; 14. Master en sécurité des systèmes d'information; 15. Master en finance-comptabilité; 16. Master en gestion des ressources humaines. 1. Licence communication, informatique et multimédia, option : services informatiques et réseaux de communication ; 2. Licence communication, informatique et multimédia, option: conception et intégration des services et produits multimédia; 3. Licence communication, informatique et multimédia, option: animation de réseaux de communauté; 4. Licence en génie électrique et énergies renouvelables, option: systèmes électriques et énergies renouvelables; 5. Licence en télécommunication, option: réseaux sans fil et sécurité; 6. Licence en télécommunication, option: électronique des télécoms; 7. Licence en télécommunication, option: administration et sécurités des réseaux; 8. Licence en science de gestion, option: banque- assurance; 9. Licence en commerce international; 10. Licence en tourisme; 11. Licence en informatique; 12. Licence en informatique de gestion; 13. Licence en maintenance informatique ; 14. Master en systèmes électriques et énergies renouvelables; 15. Master en commerce international; 16. Master en tourisme; 17. Master en informatique; 18. Master en informatique de gestion; 19. Master en téléinformatique option génie logiciel et administration réseaux; 20. Diplôme d'ingénieur de conception (bac+5), option : téléinformatique.",9,Génie Logiciel,name
